Id,init_name,full_name,affiliation,city,country
5169,ROUASSFREISS N,ROUASSFREISS NATHALIE,,,
5170,ROWE A K,ROWE AK,,,
5171,ROWE A K,ROWE ALEXANDER K,Ctr Dis Control & Prevent  Div Parasit Dis,Atlanta,GA 30341 USA
5172,ROWE A K,ROWE ALEXANDER K,Ctr Dis Control & Prevent  Malaria Branch  Div Parasit Dis & Malaria  Ctr Global Hlth,Atlanta,GA 30333 USA
5173,ROWLAND M,ROWLAND MARK,London Sch Hyg & Trop Med,London WC1E 7HT,England
5174,ROWLAND M,ROWLAND MARK,Pan African Malaria Vector Res Consortium,London WC1E 7HT,England
5175,ROWLAND M,ROWLAND M,,,
5176,ROWLAND M,ROWLAND MARK,London Sch Hyg & Trop Med,London WC1,England
5177,ROWLAND M,ROWLAND MARK,London Sch Hyg & Trop Med,London,England
5178,ROWLAND M,ROWLAND MARK,Pan African Malaria Vector Res Consortium PAMVERC,London,England
5179,ROWLAND M,ROWLAND M,Univ London London Sch Hyg & Trop Med,London WC1E 7HT,England
5180,ROWLAND M,ROWLAND MARK,,,
5181,ROWLAND M,ROWLAND MARK,Pan African Malaria Vector Res Consortium,London,England
5182,ROWLAND M,ROWLAND MARK,Univ London London Sch Hyg & Trop Med,London WC1E 7HT,England
5183,ROWLAND M,ROWLAND MARK,London Sch Hyg & Trop Med  Dept Dis Control,London WC1E 7HT,England
5184,ROWLAND M,ROWLAND MARK,Univ London London Sch Hyg & Trop Med  Dept Infect & Trop Dis,London WC1E 7HT,England
5185,ROWLAND M,ROWLAND MARK,London Sch Hyg & Trop Med  Malaria Ctr,London WC1,England
5186,ROWLAND M W,ROWLAND M W,London Sch Hyg & Trop Med,London WC1E 7HT,England
5187,ROWLAND M W,ROWLAND MARK W,London Sch Hyg & Trop Med  Dept Dis Control,London WC1,England
5188,ROWLAND M W,ROWLAND MARK W,Pan African Malaria Vector Res Consortium  PAMVERC,Moshi,Tanzania
5189,ROWLAND M W,ROWLAND MARK W,Pan African Malaria Vector Res Consortium PAMVERC,Moshi,Tanzania
5190,ROWLAND M W,ROWLAND MARK W,,,
5191,ROWLAND M W,ROWLAND MARK W,London Sch Hyg & Trop Med,London WC1,England
5192,ROWLAND M W,ROWLAND MARK W,Pan African Malaria Vector Res Consortium,Cotonou,Benin
5193,ROWLAND M W,ROWLAND MARK W,Pan African Malaria Vector Res Consortium,Muheza,Tanzania
5194,ROWLAND M W,ROWLAND M W,Univ London London Sch Hyg & Trop Med,London WC1E 7HT,England
5195,ROWLAND M W,ROWLAND M W,PAMVERC,Cotonou,Benin
5196,ROWLAND M W,ROWLAND M W,PAMVERC,Moshi,Tanzania
5197,ROY N,ROY NOBHOJIT,,,
5198,ROY N,ROY NOBHOJIT,BARC Hosp  Mumbai,Maharashtra,India
5199,ROZET E,ROZET ERIC,Univ Liege  Analyt Chem Lab  Inst Pharm  CHU Dept Pharm CIRM,B-4000 Liege,Belgium
5200,RUBAHIKA D,RUBAHIKA DENIS,,,
5201,RUBAHIKA D,RUBAHIKA DENIS,Minist Hlth  Malaria Control Programme,Kampala,Uganda
5202,RUEDA S T,RUEDA SERGIO TORRES,London Sch Hyg & Trop Med,London WC1,England
5203,RUIZENDAAL E,RUIZENDAAL ESMEE,,,
5204,RUIZENDAAL E,RUIZENDAAL ESMEE,Royal Trop Inst  Parasitol Unit,NL-1105 AZ Amsterdam,Netherlands
5205,RUPEREZ M,RUPEREZ MARIA,Hosp Clin Univ Barcelona  Barcelona Inst Global Hlth  Barcelona Ctr Int Hlth Res  ISGlobal CRESIB,Barcelona,Spain
5206,RUPEREZ M,RUPEREZ MARIA,Manh Hlth Res Ctr CISM,Manhica,Mozambique
5207,RUPEREZ M,RUPEREZ MARIA,Univ Barcelona  ISGlobal  Barcelona Ctr Int Hlth Res CRESIB  Hosp Clin,Barcelona,Spain
5208,RUPEREZ M,RUPEREZ MARIA,Manhica Hlth Res Ctr CISM,Manhica,Mozambique
5209,RUPEREZ M,RUPEREZ MARIA,Consorcio Invest Biomed Red Epidemiol & Salud Pub,Barcelona,Spain
5210,RUPEREZ M,RUPEREZ M,Barcelona Inst Global Hlth ISGlobal,Barcelona,Spain
5211,RUPEREZ M,RUPEREZ M,Manhica Hlth Res Ctr CISM,Manhica,Mozambique
5212,RUSTICO T,RUSTICO TATIANA,Inst Rech Dev  Mother & Child Faced Trop Infect Res Unit  UMR216,Paris,France
5213,RWAGACONDO C E,RWAGACONDO CLAUDE EMILE,,,
5214,RWAGACONDO C E,RWAGACONDO CLAUDE EMILE,UNICEF WCARO  RBM Focal Point,Dakar,Senegal
5215,SAAL J,SAAL JESSICA,Univ Paris 05  COMUE Sorbonne Paris Cite  Inst Rech Dev  Mere & Enfant Face Infect Trop UMR216,Paris,France
5216,SAAL J,SAAL JESSICA,Univ Paris 05  COMUE Sorbonne Paris Cite  Fac Pharm,Paris,France
5217,SABBAGH A,SABBAGH A,Inst Rech Dev  UMR Mere & Enfant Face Infect Trop 216,Paris,France
5218,SABBAGH A,SABBAGH A,Univ Paris 05  Sorbonne Paris Cite  Fac Pharm,F-75270 Paris 06,France
5219,SABBAGH A,SABBAGH AUDREY,,,
5220,SABBAGH A,SABBAGH AUDREY,IRD  UMR IRD Fac Paris Descartes 216,Paris,France
5221,SABBAGH A,SABBAGH AUDREY,Univ Paris 05  PRES Sorbonne Paris Cite,F-75270 Paris 06,France
5222,SABBAGH A,SABBAGH AUDREY,Inst Rech Dev  Mere & Enfant Face Infect Trop UMR216,Paris,France
5223,SABBAGH A,SABBAGH AUDREY,Univ Paris 05  UMR 216  Inst Rech Dev,F-75006 Paris,France
5224,SABBAGH A,SABBAGH AUDREY,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite,F-75006 Paris,France
5225,SABBAGH A,SABBAGH AUDREY,Inst Rech Dev  UMR Mere & Enfant Face Infect Trop 216,Paris,France
5226,SABBAGH A,SABBAGH AUDREY,Univ Paris 05  Fac Pharm  PRES Sorbonne Paris Cite,Paris,France
5227,SABBAGH A,SABBAGH AUDREY,Univ Paris 05  Mere & Enfant Face Infect Trop UMR216  Inst Rech Dev,Paris,France
5228,SABBAGH A,SABBAGH AUDREY,Univ Paris 05  PRES Sorbonne Paris Cite,Paris,France
5229,SABBAGH A,SABBAGH AUDREY,IRD  MERIT  UMR216,Paris,France
5230,SABBAGH A,SABBAGH AUDREY,Paris Descartes Univ  Fac Pharm Paris  COMUE Sorbonne Paris Cite,F-75006 Paris,France
5231,SABIN N,SABIN NSANZIMANA,,,
5232,SABIN N,SABIN NSANZIMANA,Rwanda Biomed Ctr,Kigali,Rwanda
5233,SADISSOU I,SADISSOU IBRAHIM,Univ DAbomey Calavi  Fac Sci Sante  Ctr Etud & Rech Paludisme Assoc Grossesse & Enfan,Cotonou,Benin
5234,SADISSOU I,SADISSOU IBRAHIM,Univ Paris 05  Inst Rech Dev  UMR Mere & Enfant Face Infect Trop 216,F-75006 Paris,France
5235,SADISSOU I,SADISSOU IBRAHIM,Univ DAbomey Calavi  FAST  Lab Biol & Physiol Cellulaires,Cotonou,Benin
5236,SADISSOU I,SADISSOU IBRAHIM,Univ Paris 05  Sorbonne Paris Cite  Fac Pharm,F-75006 Paris,France
5237,SADISSOU I,SADISSOU IBRAHIM,,,
5238,SADISSOU I,SADISSOU IBRAHIM,Fac Sci Sante  CERPAGE,Cotonou,Benin
5239,SADISSOU I,SADISSOU IBRAHIM,Inst Rech Dev  MERIT Mere & Enfant Face Infect Tropicales UMR216,Paris,France
5240,SADISSOU I,SADISSOU IBRAHIM,Univ Paris 05,Paris,France
5241,SADISSOU I,SADISSOU IBRAHIM,CERPAGE,Cotonou,Benin
5242,SADISSOU I,SADISSOU IBRAHIM,Univ Abomey Calavi,Cotonou,Benin
5243,SADISSOU I,SADISSOU IBRAHIM,MERIT UMR 216 Mere & Enfant Face Infect Trop  Inst Rech Dev,Paris,France
5244,SADISSOU I,SADISSOU IBRAHIM,Univ Paris 05  COMUE Sorbonne Paris Cite  Fac Sci Pharmaceut & Biol,Paris,France
5245,SAEEDI M Y,SAEEDI MOHAMMAD YAHYA,,,
5246,SAEEDI M Y,SAEEDI MOHAMMAD YAHYA,Minist Hlth,Riyadh,Saudi Arabia
5247,SAGARA I,SAGARA ISSAKA,,,
5248,SAGARA I,SAGARA ISSAKA,Univ Bamako  Fac Med Pharm & Dent  Malaria Res & Training Ctr,Bamako,Mali
5249,SAGARA I,SAGARA ISSAKA,Univ Bamako  Fac Med Pharm & Odontostomatol  Dept Epidemiol Parasit Dis  Malaria Res & Training Ctr,Bamako,Mali
5250,SAGARA I,SAGARA I,Univ Bamako  Malaria Res & Training Ctr,Bamako,Mali
5251,SAGARA I,SAGARA I,,,
5252,SAGARA I,SAGARA I,Univ Bamako  Fac Med Pharm & Odontostomatol  Dept Epidemiol Parasit Dis  Malaria Res & Training Ctr,Bamako,Mali
5253,SAGARA I,SAGARA ISSAKA,Univ Bamako  Fac Med Pharm & Dent  Dept Epidemiol Parasit Dis  Malaria Res & Training Ctr,Bamako,Mali
5254,SAGARA I,SAGARA ISSAKA,Univ Bamako  Malaria Res & Training Ctr,Bamako,Mali
5255,SAGBO G,SAGBO GRATIEN,,,
5256,SAGBO G,SAGBO GRATIEN,Univ Hubert K Maga,Cotonou,Benin
5257,SAGBO G,SAGBO GRATIEN,Ctr Natl Hosp  Serv Pediat,Cotonou,Benin
5258,SAGBO G,SAGBO GRATIEN,CNHU  Serv Pediat,Cotonou,Benin
5259,SAGBO G,SAGBO GRATIEN,Ctr Natl Hosp Univ  Serv Pediat,Cotonou,Benin
5260,SAGBO G,SAGBO GRATIEN,CNHU  Dept Paediat,Cotonou,Benin
5261,SAGBO J C,SAGBO JEAN C,,,
5262,SAGBO J C,SAGBO JEANCLAUDE,,,
5263,SAGNA A B,SAGNA ANDRE BAREMBAYE,Ctr Rech Biomed CRB Espoir La Sante,St Louis,Senegal
5264,SAGNA A B,SAGNA ANDRE BAREMBAYE,Univ Cheikh Anta Diop  Lab Parasitol Gen  Dept Biol Anim,Dakar,Senegal
5265,SAHRAIAN M A,SAHRAIAN MOHAMMAD ALI,,,
5266,SAHRAIAN M A,SAHRAIAN MOHAMMAD ALI,Univ Tehran Med Sci  MS Res Ctr,Tehran,Iran
5267,SAINT ANDRE J P,SAINT ANDRE JP,,,
5268,SAIZONOU J,SAIZONOU JACQUES,Univ Abomey Calavi  Inst Reg Sante Publ,Cotonou,Benin
5269,SAIZONOU J,SAIZONOU JACQUES,,,
5270,SAIZONOU J,SAIZONOU JACQUES,Inst Reg Sante Publ Ouidah,Ouidha,Benin
5271,SAIZONOU R,SAIZONOU R,,,
5272,SALAKO A,SALAKO ALBERT,,,
5273,SALAKO A,SALAKO ALBERT,Ctr Rech Entomol Cotonou,Cotonou,Benin
5274,SALAKO A S,SALAKO ALBERT S,Ctr Rech Entomol Cotonou,Cotonou 06,Benin
5275,SALAMI L,SALAMI LAMIDHI,,,
5276,SALAMI L,SALAMI LAMIDHI,Zone Sanit Atacora Donga,Natitingou,Benin
5277,SALANTI A,SALANTI ALI,Univ Copenhagen  Ctr Med Parasitol  Dept Immunol & Microbiol  Fac Hlth & Med Sci,Copenhagen,Denmark
5278,SALANTI A,SALANTI ALI,Rigshosp  Dept Infect Dis  Copenhagen Univ Hosp,DK-2100 Copenhagen,Denmark
5279,SALANTI A,SALANTI ALI,Univ Copenhagen  Ctr Med Parasitol  Dept Int Hlth Immunol & Microbiol,DK-1014 Copenhagen K,Denmark
5280,SALANTI A,SALANTI ALI,Rigshosp  Copenhagen Univ Hosp  Dept Infect Dis  Ctr Med Parasitol,DK-2100 Copenhagen,Denmark
5281,SALANTI A,SALANTI ALI,,,
5282,SALANTI A,SALANTI ALI,Univ Copenhagen  Ctr Med Parasitol  Inst Int Hlth Immunol & Microbiol,Copenhagen,Denmark
5283,SALANTI A,SALANTI ALI,Univ Copenhagen,Copenhagen,Denmark
5284,SALANTI A,SALANTI ALI,Univ Copenhagen  Ctr Med Parasitol  Dept Int Hlth Immunol & Microbiol,DK-1168 Copenhagen,Denmark
5285,SALANTI A,SALANTI ALI,Rigshosp  Copenhagen Univ Hosp  Dept Infect Dis  Ctr Med Parasitol,Copenhagen,Denmark
5286,SALANTI A,SALANTI ALI,Copenhagen Univ Hosp  Rigshosp  Dept Infect Dis,Copenhagen,Denmark
5287,SALANTI A,SALANTI ALI,Stockholm Univ  Wenner Gren Inst  Dept Mol Biosci,Stockholm,Sweden
5288,SALANTI A,SALANTI ALI,Univ Copenhagen  Inst Int Hlth Immunol & Microbiol  Dept Int Hlth,Copenhagen,Denmark
5289,SALAZAR C L O,SALAZAR CARMEN L O,,,
5290,SALAZAR C L O,SALAZAR CARMEN L O,Ctr Rech Med Lambarene,Lambarene,Gabon
5291,SALIFOU S,SALIFOU SAHIDOU,,,
5292,SALIFOU S,SALIFOU SAHIDOU,UAC  Dept Anim Prod  Polytech Sch Abomey Calavi EPAC,Cotonou,Benin
5293,SALLAS W M,SALLAS W M,,,
5294,SALLAS W M,SALLAS W M,Novartis Pharmaceut,E Hanover,NJ USA
5295,SALNOT V,SALNOT VIRGINIE,,,
5296,SALNOT V,SALNOT VIRGINIE,Paris Descartes Univ  Fac Pharm Paris  COMUE Sorbonne Paris Cite,F-75006 Paris,France
5297,SALNOT V,SALNOT VIRGINIE,Univ Paris 05  Prote Facil 3P5,Paris,France
5298,SALOMON J A,SALOMON JOSHUA A,,,
5299,SALOMON J A,SALOMON JOSHUA A,Harvard Univ,Cambridge,MA 02138 USA
5300,SAMB B,SAMB BADARA,,,
5301,SAMB B,SAMB BADARA,Univ Cheikh Anta Diop,Dakar,Senegal
5302,SAMEEKOBO A,SAMEEKOBO ALBERT,,,
5303,SAMEEKOBO A,SAMEEKOBO A,,,
5304,SAMONTE G M J,SAMONTE GENESIS MAY J,,,
5305,SAMONTE G M J,SAMONTE GENESIS MAY J,Natl Epidemiol Ctr  Dept Hlth  Natl HIV AIDS & STI Surveillance & Strateg Inform  Manila,National Capita,Philippines
5306,SAMUELSEN H,SAMUELSEN HELLE,,,
5307,SAMUELSEN H,SAMUELSEN HELLE,Univ Copenhagen  Dept Anthropol,Copenhagen,Denmark
5308,SANCHEZ B E,SANCHEZ BEATRIZ E,,,
5309,SANDEU M M,SANDEU MAURICE MARCEL,FSS  CERPAGE,Cotonou,Benin
5310,SANDEU M M,SANDEU MAURICE MARCEL,Univ Abomey Calavi  CREC,Cotonou,Benin
5311,SANDEU M M,SANDEU MAURICE MARCEL,Inst Rech Dev IRD 224,Cotonou,Benin
5312,SANDEU M M,SANDEU MARCEL MAURICE,,,
5313,SANDEU M M,SANDEU MARCEL MAURICE,Univ Paris 05  IRD  UMR 216,Paris,France
5314,SANDEU M M,SANDEU MARCEL MAURICE,Ctr Rech Entomol Cotonou,Cotonou,Benin
5315,SANNI A,SANNI AMBALIOU,,,
5316,SANNI A,SANNI AMBALIOU,Univ Abomey Calavi  Lab Biochim & Biol Mol,Cotonou,Benin
5317,SANNI A,SANNI A,,,
5318,SANNI A,SANNI AMBALIOU,Univ Abomey Calavi  Fac Sci & Tech  Lab Biochim & Biol Mol,Cotonou,Benin
5319,SANOGO E,SANOGO EDITH,,,
5320,SANOGO E,SANOGO EDITH,Ctr Natl Rech & Format Paludisme,Ouagadougou,Burkina Faso
5321,SANON S,SANON SOULEYMANE,,,
5322,SANON S,SANON SOULEYMANE,CNRFP,Ouagadougou,Burkina Faso
5323,SARR J B,SARR JEAN BIRAM,Ctr Rech Biomed CRB Espoir La Sante,St Louis,Senegal
5324,SARR J B,SARR JEAN BIRAM,UMR 224 MIVEGEC  Inst Rech Dev,F-34394 Montpellier,France
5325,SARR J B,SARR JEAN BIRAME,,,
5326,SARR J B,SARR JEAN BIRAME,IRD  UR Sante Mere & Enfant Milieu Trop 010,Dakar,Senegal
5327,SASI P,SASI PHILIP,,,
5328,SASI P,SASI PHILIP,Kenya Govt Med Res Ctr,Kilifi,Kenya
5329,SATOGUINA J,SATOGUINA JUDITH,,,
5330,SATOGUINA J,SATOGUINA JUDITH,Med Res Council Labs UK,Fajara,Gambia
5331,SATOGUINA J,SATOGUINA JUDITH,Univ Abomey Calavi  LBBM,Cotonou,Benin
5332,SAWA P,SAWA PATRICK,,,
5333,SAWA P,SAWA PATRICK,Int Ctr Insect Physiol & Ecol  Human Hlth Div,Mbita,Kenya
5334,SAWA P,SAWA P,,,
5335,SAWA P,SAWA P,Int Ctr Insect Physiol & Ecol  Human Hlth Div,Mbita Point,Kenya
5336,SAWADODGO S,SAWADODGO S,IRSS  Bobo Dioulasso,West Africa,Burkina Faso
5337,SAWADOGO S,SAWADOGO SIMON,,,
5338,SAWADOGO S F,SAWADOGO SIMON F,,,
5339,SAWADOGO S P,SAWADOGO SIMON P,Inst Rech Sci Sante  Ctr Muraz,Bobo Dioulasso,Burkina Faso
5340,SAWHNEY M,SAWHNEY MONIKA,,,
5341,SAWHNEY M,SAWHNEY MONIKA,Marshall Univ,Huntington,WV USA
5342,SCHACHT A M,SCHACHT ANNEMARIE,,,
5343,SCHALLIG H,SCHALLIG HENK,,,
5344,SCHALLIG H,SCHALLIG HENK,Royal Trop Inst  Parasitol Unit,NL-1105 AZ Amsterdam,Netherlands
5345,SCHALLIG HDFH,SCHALLIG HENK D F H,,,
5346,SCHALLIG HDFH,SCHALLIG HENK D F H,KIT Biomed Res  Royal Trop Inst,Amsterdam,Netherlands
5347,SCHALLIG HDFH,SCHALLIG H D F H,,,
5348,SCHALLIG HDFH,SCHALLIG H D F H,Royal Trop Inst  KIT Biomed Res,NL-1105 AZ Amsterdam,Netherlands
5349,SCHERMAN D,SCHERMAN DANIEL,,,
5350,SCHERMAN D,SCHERMAN DANIEL,IRD  UMR216,F-75006 Paris,France
5351,SCHERMAN D,SCHERMAN DANIEL,ENSCP Chim Paris Tech,F-75005 Paris,France
5352,SCHERMAN D,SCHERMAN DANIEL,CNRS  UMR8151,F-75006 Paris,France
5353,SCHERMAN D,SCHERMAN DANIEL,INSERM  U1022,F-75006 Paris,France
5354,SCHERMAN D,SCHERMAN D,,,
5355,SCHERMAN D,SCHERMAN D,Univ Paris 05,Paris,France
5356,SCHERMAN D,SCHERMAN D,Univ Paris 05  Unite Pharmacol Chim & Geneet  ENSCP Chim ParisTech  CNRS UMRB8151 Insern U1022,Paris,France
5357,SCHERMAN D,SCHERMAN DANIEL,Univ Paris 05  Unite Pharmacol Chim & Genet  ENSCP Chim ParisTech  CNRS UMR8151 Inserm U 1022,Paris,France
5358,SCHERMAN D,SCHERMAN DANIEL,Univ Paris 05  Dept Parasitol,Paris,France
5359,SCHERMAN D,SCHERMAN DANIEL,Univ Paris 05  Fac Pharm,Paris,France
5360,SCHERMAN D,SCHERMAN DANIEL,ENSCP Chim ParisTech,Paris,France
5361,SCHERMAN D,SCHERMAN DANIEL,CNRS  UMR8151,Paris,France
5362,SCHERMAN D,SCHERMAN DANIEL,INSERM  U1022,Paris,France
5363,SCHERMAN D,SCHERMAN DANIEL,Univ Paris 05,F-75006 Paris,France
5364,SCHERMAN D,SCHERMAN DANIEL,ENSCP Chim ParisTech,F-75005 Paris,France
5365,SCHMIEGELOW C,SCHMIEGELOW CHRISTENTZE,,,
5366,SCHMIEGELOW C,SCHMIEGELOW CHRISTENTZE,Univ Copenhagen  Ctr Med Parasitol  Inst Int Hlth Immunol & Microbiol,Copenhagen,Denmark
5367,SCHMIEGELOW C,SCHMIEGELOW CHRISTENTZE,Univ Copenhagen  Dept Immunol & Microbiol  Ctr Med Parasitol,DK-1168 Copenhagen,Denmark
5368,SCHMIEGELOW C,SCHMIEGELOW CHRISTENTZE,Copenhagen Univ Hosp  Dept Infect Dis,Copenhagen,Denmark
5369,SCHNEIDER I J C,SCHNEIDER IONE J C,,,
5370,SCHNEIDER I J C,SCHNEIDER IONE J C,Univ Fed Santa Catarina  Florianopolis,SC,Brazil
5371,SCHOEFBERGER W,SCHOEFBERGER WOLFGANG,,,
5372,SCHOEFBERGER W,SCHOEFBERGER WOLFGANG,Johannes Kepler Univ Linz  Inst Inorgan Chem,A-4040 Linz,Austria
5373,SCHRAMM B,SCHRAMM BIRGIT,,,
5374,SCHRAMM B,SCHRAMM BIRGIT,Epictr,Paris,France
5375,SCHRAMM B,SCHRAMM B,,,
5376,SCHRAMM B,SCHRAMM B,Epictr,Paris,France
5377,SCHWARZINGER B,SCHWARZINGER BETTINA,,,
5378,SCHWARZINGER B,SCHWARZINGER BETTINA,Johannes Kepler Univ Linz  Inst Chem Technol Organ Mat,A-4040 Linz,Austria
5379,SCHWARZINGER C,SCHWARZINGER CLEMENS,,,
5380,SCHWARZINGER C,SCHWARZINGER CLEMENS,Johannes Kepler Univ Linz  Inst Chem Technol Organ Mat,A-4040 Linz,Austria
5381,SCHWEBEL D C,SCHWEBEL DAVID C,,,
5382,SCHWEBEL D C,SCHWEBEL DAVID C,Univ Alabama Birmingham,Birmingham,AL USA
5383,SCOTT S,SCOTT SUSANA,MRC Unit,Fajara,Gambia
5384,SCOTT S,SCOTT SUSANA,London Sch Hyg & Trop Med  Infect Dis Epidemiol Dept,London WC1,England
5385,SECK A,SECK AMADOU,,,
5386,SECK A,SECK AMADOU,WorldWide Antimalarial Resistance Network WWARN W,Dakar,Senegal
5387,SECK A,SECK AMADOU,WWARN  West Africa Reg Ctr,Dakar,Senegal
5388,SECK M,SECK MODOU,Ctr Rech Biomed CRB Espoir La Sante,St Louis,Senegal
5389,SEDJAME A R,SEDJAME A RUFINE,UAC  CIFRED  Lab Toxicol & Environm Hlth,Cotonou,Benin
5390,SEEDAT S,SEEDAT SORAYA,,,
5391,SEEDAT S,SEEDAT SORAYA,Univ Stellenbosch,Cape Town,South Africa
5392,SELIOR S,SELIOR SERGE,,,
5393,SELIOR S,SELIOR SERGE,IRD  CREC,Cotonou,Benin
5394,SEMBENE M,SEMBENE MBACKE,,,
5395,SEMBENE M,SEMBENE MBACKE,Cheikh Anta Diop Univ  Dept Anim Biol  Fac Sci & Tech,Dakar,Senegal
5396,SEMBENE M,SEMBENE MBACKE,Univ Cheikh Anta Diop  Dept Anim Biol  FST UCAD,Dakar,Senegal
5397,SEMBENE M,SEMBENE MBACKE,Cheikh Anta DIOP Univ  Dept Anim Biol,Dakar,Senegal
5398,SENGHOR S,SENGHOR SIMON,Ctr Rech Biomed CRB Espoir La Sante,St Louis,Senegal
5399,SEPANLOU S G,SEPANLOU SADAF G,,,
5400,SEPANLOU S G,SEPANLOU SADAF G,Univ Tehran Med Sci  Digest Dis Res Inst,Tehran,Iran
5401,SERINGE E,SERINGE ELISE,,,
5402,SERINGE E,SERINGE ELISE,Univ Paris 06  Hop La Pitie Salpetriere  AP HP,Paris,France
5403,SERVANMORI E E,SERVANMORI EDSON E,,,
5404,SEVENE E,SEVENE ESPERANCA,,,
5405,SEVENE E,SEVENE ESPERANCA,Manh Hlth Res Ctr CISM,Manhica,Mozambique
5406,SEVENE E,SEVENE ESPERANCA,Manhica Hlth Res Ctr CISM,Manhica,Mozambique
5407,SEVENE E,SEVENE E,,,
5408,SEVENE E,SEVENE E,Manhica Hlth Res Ctr CISM,Manhica,Mozambique
5409,SEVENO M,SEVENO MARTIAL,,,
5410,SEVENO M,SEVENO MARTIAL,Univ Montpellier I & II  IGF  CNRS UMR 5203  INSERM U661,Montpellier,France
5411,SEVENO M,SEVENO MARTIAL,Plateforme Protem Fonct CNRS,Montpellier,France
5412,SEVENO M,SEVENO MARTIAL,UM1  UM2  INSERM 661  IGF UMR CNRS 5203,Montpellier,France
5413,SEVERIN T,SEVERIN T,,,
5414,SEVERINI C,SEVERINI CARLO,,,
5415,SEVERINI C,SEVERINI CARLO,Ist Super Sanita  Dept Infect Parasit & Immunomediated Dis,I-00161 Rome,Italy
5416,SEZONLIN M,SEZONLIN MICHEL,,,
5417,SEZONLIN M,SEZONLIN MICHEL,Univ Abomey Calavi  Fac Sci & Tech,Abomey Calavi,Benin
5418,SEZONLIN M,SEZONLIN MICHEL,FAST UAC  Lab Evolut Biodiversite Arthropodes & Assainissem,Abomey Calavi,Benin
5419,SEZONLIN M,SEZONLIN MICHEL,Univ Abomey Calavi  FAST  Lab Evolut Biodiversite Arthropodes & Assainissem,Cotonou,Benin
5420,SEZONLIN M,SEZONLIN MICHEL,Univ dAbomey Calavi  Fac Sci & Tech,Cotonou,Benin
5421,SEZONLIN M,SEZONLIN MICHEL,Univ Abomey Calavi  Fac Sci & Tech,Calavi,Benin
5422,SEZONLIN M,SEZONLIN MICHEL,CREC,Cotonou,Benin
5423,SHAHBAZKIA H R,SHAHBAZKIA HAMID REZA,Univ Algarve  Elect & Informat Engn Dept,P-8008139 Faro,Portugal
5424,SHARMA B,SHARMA BHAWNA,,,
5425,SHARMA B,SHARMA BHAWNA,Drugs Neglected Dis initiat,New Delhi,India
5426,SHEIKHBAHAEI S,SHEIKHBAHAEI SARA,,,
5427,SHEIKHBAHAEI S,SHEIKHBAHAEI SARA,Univ Tehran Med Sci  Endocrinol & Metab Res Ctr,Tehran,Iran
5428,SHEKALAGHE S A,SHEKALAGHE SEIF A,Ifakara Hlth Inst,Dar Es Salaam,Tanzania
5429,SHEKALAGHE S A,SHEKALAGHE SEIF A,Kilimanjaro Christian Med Ctr  Kilimanjaro Clin Med Res Inst,Moshi,Tanzania
5430,SHEKALAGHE S A,SHEKALAGHE SEIF A,,,
5431,SHEKALAGHE S A,SHEKALAGHE S A,,,
5432,SHEKALAGHE S A,SHEKALAGHE S A,Kilimanjaro Christian Med Ctr  Kilimanjaro Clin Med Res Inst,Moshi,Tanzania
5433,SHEKALAGHE S A,SHEKALAGHE S A,Ifakara Hlth Inst,Bagamoyo,Tanzania
5434,SHEWCHUK T,SHEWCHUK TANYA,Populat Serv Int  Malaria & Child Survival Dept,Nairobi,Kenya
5435,SHIBUYA K,SHIBUYA KENJI,,,
5436,SHIBUYA K,SHIBUYA KENJI,Univ Tokyo,Tokyo,Japan
5437,SHIJA F,SHIJA FORTUNATE,Univ Manchester  Computat Evolutionary Biol Grp  Fac Life Sci  Manchester,Lancs,England
5438,SHIJA F,SHIJA FORTUNATE,Sokoine Univ Agr  Dept Vet Microbiol & Parasitol,Morogoro,Tanzania
5439,SHIN H H,SHIN HWASHIN HYUN,,,
5440,SHIN H H,SHIN HWASHIN HYUN,Hlth Canada  Ottawa,ON K1A 0L2,Canada
5441,SHIUE I,SHIUE IVY,,,
5442,SHIUE I,SHIUE IVY,Heriot Watt Univ  Edinburgh,Midlothian,Scotland
5443,SHIVAKOTI R,SHIVAKOTI RUPAK,,,
5444,SHIVAKOTI R,SHIVAKOTI RUPAK,Johns Hopkins Univ  Ctr Clin Global Hlth Educ,Baltimore,MD USA
5445,SIBLEY C H,SIBLEY CAROL H,,,
5446,SIBLEY C H,SIBLEY CAROL H,WorldWide Antimalarial Resistance Network WWARN,Oxford,England
5447,SIBLEY C H,SIBLEY CAROL H,Univ Washington  Dept Genome Sci,Seattle,WA 98195 USA
5448,SIBLEY C H,SIBLEY CAROL H,WWARN,Oxford,England
5449,SIBLEY C H,SIBLEY CAROL HOPKINS,,,
5450,SIBLEY C H,SIBLEY CAROL HOPKINS,WWARN,Oxford,England
5451,SIBLEY C H,SIBLEY CAROL HOPKINS,Univ Washington  Dept Gen Sci,Seattle,WA 98195 USA
5452,SICURI E,SICURI ELISA,Univ Barcelona  Hosp Clin Barcelona  Barcelona Ctr Int Hlth Res CRESIB  ISGlobal,Barcelona,Spain
5453,SIDICK A,SIDICK ABOUBAKAR,CREC,Cotonou,Benin
5454,SIDICK I,SIDICK IBRAHIM,UM1 UM2 CNRS 5290 IRD 224  IRD,Cotonou,Benin
