Id,init_name,last_name,first_name,affiliation,city,country
5239,GBAGUIDI F,GBAGUIDI,FERNAND,Univ Abomey Calavi  Lab Pharmacognosie & Huiles Essentielles UFR Phar  Fac Sci Sante,Cotonou,Benin
5240,GBAGUIDI F,GBAGUIDI,FERNAND,Ctr Beninois Rech Sci & Tech CBRST  Ctr Rech Pharmacopee & Med Traditionnelle,Cotonou,Benin
5241,GBENOU J,GBENOU,JOACHIM,,,
5242,GBENOU J,GBENOU,JOACHIM,Univ Abomey Calavi  Lab Pharmacognosie & Huiles Essentielles UFR Phar  Fac Sci Sante,Cotonou,Benin
5243,MOUDACHIROU M,MOUDACHIROU,MANSOUROU,Univ Abomey Calavi  Lab Pharmacognosie & Huiles Essentielles UFR Phar  Fac Sci Sante,Cotonou,Benin
5244,MOUDACHIROU M,MOUDACHIROU,MANSOUROU,Ctr Beninois Rech Sci & Tech CBRST  Ctr Rech Pharmacopee & Med Traditionnelle,Cotonou,Benin
5245,FREDERICH M,FREDERICH,MICHEL,Univ Liege  Lab Pharmacognosie  CIRM,B-4000 Liege,Belgium
5246,FREDERICH M,FREDERICH,MICHEL,Univ Liege  Lab Microbiol Med  CIRM,B-4000 Liege,Belgium
5247,NDILLE E E,NDILLE,EMMANUEL ELANGA,Univ Montpellier I  CNRS 5290  UMR IRD 224  Inst Rech Dev,Cotonou,Benin
5248,NDILLE E E,NDILLE,EMMANUEL ELANGA,Univ Montpellier 2,Cotonou,Benin
5249,NDILLE E E,NDILLE,EMMANUEL ELANGA,Minist Sante Publ  Ctr Rech Entomol Cotonou,Cotonou,Benin
5250,DOUCOURE S,DOUCOURE,SOULEYMANE,,,
5251,DOUCOURE S,DOUCOURE,SOULEYMANE,Inst Rech Dev  MIVEGEC Unit,Montpellier,France
5252,DAMIEN G,DAMIEN,GEORGIA,Univ Montpellier I  CNRS 5290  UMR IRD 224  Inst Rech Dev,Cotonou,Benin
5253,DAMIEN G,DAMIEN,GEORGIA,Univ Montpellier 2,Cotonou,Benin
5254,DAMIEN G,DAMIEN,GEORGIA,Minist Sante Publ  Ctr Rech Entomol Cotonou,Cotonou,Benin
5255,MOUCHET F,MOUCHET,FRANCOIS,,,
5256,MOUCHET F,MOUCHET,FRANCOIS,Inst Rech Dev  MIVEGEC Unit,Montpellier,France
5257,DRAME P M,DRAME,PAPA MAKHTAR,Inst Rech Dev  MIVEGEC Unit,Montpellier,France
5258,CORNELIE S,CORNELIE,SYLVIE,Univ Montpellier I  CNRS 5290  UMR IRD 224  Inst Rech Dev,Cotonou,Benin
5259,CORNELIE S,CORNELIE,SYLVIE,Univ Montpellier 2,Cotonou,Benin
5260,CORNELIE S,CORNELIE,SYLVIE,Minist Sante Publ  Ctr Rech Entomol Cotonou,Cotonou,Benin
5261,NOUKPO H,NOUKPO,HERBERT,Univ Montpellier I  CNRS 5290  UMR IRD 224  Inst Rech Dev,Cotonou,Benin
5262,NOUKPO H,NOUKPO,HERBERT,Univ Montpellier 2,Cotonou,Benin
5263,NOUKPO H,NOUKPO,HERBERT,Minist Sante Publ  Ctr Rech Entomol Cotonou,Cotonou,Benin
5264,YAMADJAKO S,YAMADJAKO,SANDRA,Univ Montpellier I  CNRS 5290  UMR IRD 224  Inst Rech Dev,Cotonou,Benin
5265,YAMADJAKO S,YAMADJAKO,SANDRA,Univ Montpellier 2,Cotonou,Benin
5266,YAMADJAKO S,YAMADJAKO,SANDRA,Minist Sante Publ  Ctr Rech Entomol Cotonou,Cotonou,Benin
5267,DJENONTIN A,DJENONTIN,ARMEL,Univ Montpellier I  CNRS 5290  UMR IRD 224  Inst Rech Dev,Cotonou,Benin
5268,DJENONTIN A,DJENONTIN,ARMEL,Univ Montpellier 2,Cotonou,Benin
5269,DJENONTIN A,DJENONTIN,ARMEL,Minist Sante Publ  Ctr Rech Entomol Cotonou,Cotonou,Benin
5270,MOIROUX N,MOIROUX,NICOLAS,Inst Rech Dev  MIVEGEC Unit,Montpellier,France
5271,MISSE D,MISSE,DOROTHEE,,,
5272,MISSE D,MISSE,DOROTHEE,Inst Rech Dev  MIVEGEC Unit,Montpellier,France
5273,AKOGBETO M,AKOGBETO,MARTIN,Minist Sante Publ  Ctr Rech Entomol Cotonou,Cotonou,Benin
5274,CORBEL V,CORBEL,VINCENT,Univ Montpellier I  CNRS 5290  UMR IRD 224  Inst Rech Dev,Cotonou,Benin
5275,CORBEL V,CORBEL,VINCENT,Univ Montpellier 2,Cotonou,Benin
5276,CORBEL V,CORBEL,VINCENT,Minist Sante Publ  Ctr Rech Entomol Cotonou,Cotonou,Benin
5277,CHANDRE F,CHANDRE,FABRICE,Inst Rech Dev  MIVEGEC Unit,Montpellier,France
5278,BALDET T,BALDET,THIERRY,Ctr Cooperat Int Rech Agron Dev CIRAD  CMAEE Unit,Montpellier,France
5279,REMOUE F,REMOUE,FRANCK,Univ Montpellier I  CNRS 5290  UMR IRD 224  Inst Rech Dev,Cotonou,Benin
5280,REMOUE F,REMOUE,FRANCK,Univ Montpellier 2,Cotonou,Benin
5281,REMOUE F,REMOUE,FRANCK,Minist Sante Publ  Ctr Rech Entomol Cotonou,Cotonou,Benin
5282,AIKPON R,AIKPON,ROCK,CREC,Cotonou,Benin
5283,DJOUAKA R,DJOUAKA,ROUSSEAU,Int Inst Trop Agr  08 BP 0932,Cotonou,Benin
5284,RIVERON J M,RIVERON,JACOB M,,,
5285,RIVERON J M,RIVERON,JACOB M,Univ Liverpool Liverpool Sch Trop Med  Pembroke Pl  Liverpool L3 5QA,Merseyside,England
5286,YESSOUFOU A,YESSOUFOU,AKADIRI,,,
5287,YESSOUFOU A,YESSOUFOU,AKADIRI,Univ Abomey  Calavi BP 526,Cotonou,Benin
5288,TCHIGOSSOU G,TCHIGOSSOU,GENEVIEVE,Int Inst Trop Agr  08 BP 0932,Cotonou,Benin
5289,TCHIGOSSOU G,TCHIGOSSOU,GENEVIEVE,Univ Abomey  Calavi BP 526,Cotonou,Benin
5290,AKOTON R,AKOTON,ROMARIC,Int Inst Trop Agr  08 BP 0932,Cotonou,Benin
5291,AKOTON R,AKOTON,ROMARIC,Univ Abomey  Calavi BP 526,Cotonou,Benin
5292,IRVING H,IRVING,HELEN,Univ Liverpool Liverpool Sch Trop Med  Pembroke Pl  Liverpool L3 5QA,Merseyside,England
5293,DJEGBE I,DJEGBE,INNOCENT,Univ Sci Arts & Tech Natitingou  Ecole Normale Super Natitingou  Natitingou BP 123,Natitingou,Benin
5294,MOUTAIROU K,MOUTAIROU,KABIROU,Univ Abomey  Calavi BP 526,Cotonou,Benin
5295,ADEOTI R,ADEOTI,RAZACK,Int Inst Trop Agr  08 BP 0932,Cotonou,Benin
5296,TAMO M,TAMO,MANUELE,Int Inst Trop Agr  08 BP 0932,Cotonou,Benin
5297,MANYONG V,MANYONG,VICTOR,,,
5298,MANYONG V,MANYONG,VICTOR,Int Inst Trop Agr,Dar Es Salaam,Tanzania
5299,WONDJI C S,WONDJI,CHARLES S,Univ Liverpool Liverpool Sch Trop Med  Pembroke Pl  Liverpool L3 5QA,Merseyside,England
5300,CLAVIER N,CLAVIER,N,,,
5301,RAHIMY C,RAHIMY,C,,,
5302,FALANGA P,FALANGA,P,,,
5303,PAYEN D,PAYEN,D,,,
5304,DALMEIDA TCDA,DALMEIDA,TANIA C D A,,,
5305,AGBOTONZOUMENOU M A,AGBOTONZOUMENOU,MARIEAGNES,,,
5306,GARCIA A,GARCIA,ANDRE,IRD UMR 216,Paris,France
5307,BRIAND V,BRIAND,VALERIE,IRD UMR 216,Paris,France
5308,IMOROU Y,IMOROU,YACOUBOU,,,
5309,IMOROU Y,IMOROU,YACOUBOU,Minist Sante  Programme Natl Lute Paludisme,Cotonou,Benin
5310,COTTRELL G,COTTRELL,GILLES,Inst Sci Biomed Appl  IRD UMR 216,Cotonou,Benin
5311,BASSAT Q,BASSAT,QUIQUE,Barcelona Ctr Int Hlth Res CRESIB,Barcelona,Spain
5312,ALLABI A,ALLABI,AUREL,,,
5313,ALLABI A,ALLABI,AUREL,Univ Abomey Calavi  Unite Pharmacol  Fac Sci Sante,Cotonou,Benin
5314,COUSIN M,COUSIN,MARC,Novartis Pharma AG,Basel,Switzerland
5315,KRUDSOOD S,KRUDSOOD,SRIVICHA,,,
5316,KRUDSOOD S,KRUDSOOD,SRIVICHA,Mahidol Univ  WHO CC Clin Management Malaria,Bangkok 10700,Thailand
5317,SICURI E,SICURI,ELISA,Univ Barcelona  Hosp Clin Barcelona  Barcelona Ctr Int Hlth Res CRESIB  ISGlobal,Barcelona,Spain
5318,FERNANDES S,FERNANDES,SILKE,,,
5319,FERNANDES S,FERNANDES,SILKE,London Sch Hyg & Trop Med,London WC1,England
5320,GONZALEZ R,GONZALEZ,RAQUEL,Univ Barcelona  Hosp Clin Barcelona  Barcelona Ctr Int Hlth Res CRESIB  ISGlobal,Barcelona,Spain
5321,MASSOUGBODGI A,MASSOUGBODGI,ACHILLE,Univ Abomey Calavi  Fac Sci Sante,Cotonou,Benin
5322,KUWAWENARUWA A,KUWAWENARUWA,AUGUST,,,
5323,KUWAWENARUWA A,KUWAWENARUWA,AUGUST,Ifakara Hlth Inst,Dar Es Salaam,Tanzania
5324,KATANA A,KATANA,ABRAHAM,,,
5325,KATANA A,KATANA,ABRAHAM,Kenya Med Res Inst KEMRI  Ctr Global Hlth Res,Kisumu,Kenya
5326,DESAI M,DESAI,MEGHNA,Ctr Dis Control & Prevent  Div Parasit Dis & Malaria  Ctr Global Hlth,Atlanta,GA USA
5327,DESAI M,DESAI,MEGHNA,Ctr Dis Control & Prevent  Div Parasit Dis & Malaria  Ctr Global Hlth,Kisumu,Kenya
5328,RAMHARTER M,RAMHARTER,MICHAEL,Med Univ Vienna  Dept Med 1  Div Infect Dis & Trop Med,Vienna,Austria
5329,KREMSNER P,KREMSNER,PETER,,,
5330,KREMSNER P,KREMSNER,PETER,Albert Schweitzer Hosp  Ctr Rech Med Lambarene CERMEL,Lambarene,Gabon
5331,KREMSNER P,KREMSNER,PETER,Univ Tubingen  Inst Trop Med,Tubingen,Germany
5332,SLUSTKER L,SLUSTKER,LAURENCE,,,
5333,SLUSTKER L,SLUSTKER,LAURENCE,Ctr Dis Control & Prevent  Div Parasit Dis & Malaria  Ctr Global Hlth,Atlanta,GA USA
5334,SLUSTKER L,SLUSTKER,LAURENCE,Ctr Dis Control & Prevent  Div Parasit Dis & Malaria  Ctr Global Hlth,Kisumu,Kenya
5335,APONTE J,APONTE,JOHN,Univ Barcelona  Hosp Clin Barcelona  Barcelona Ctr Int Hlth Res CRESIB  ISGlobal,Barcelona,Spain
5336,APONTE J,APONTE,JOHN,Manhica Hlth Res Ctr CISM,Manhica,Mozambique
5337,HANSON K,HANSON,KARA,,,
5338,HANSON K,HANSON,KARA,London Sch Hyg & Trop Med,London WC1,England
5339,MENENDEZ C,MENENDEZ,CLARA,Univ Barcelona  Hosp Clin Barcelona  Barcelona Ctr Int Hlth Res CRESIB  ISGlobal,Barcelona,Spain
5340,GNANKINE O,GNANKINE,OLIVIER,Univ Ouagadougou  Appl Entomol Lab,Ouagadougou,Burkina Faso
5341,BASSOLE I H N,BASSOLE,IMAEL H N,,,
5342,BASSOLE I H N,BASSOLE,IMAEL H N,Univ Ouagadougou  Lab BAEBIB,Ouagadougou,Burkina Faso
5343,CHANDRE F,CHANDRE,FABRICE,IRD MIVEGEC UM1 UM2 CNRS 5290 IRD 224,F-34394 Montpellier 5,France
5344,DABIRE R K,DABIRE,ROCH K,IRSS Ctr Muraz,Bobo Dioulasso,Burkina Faso
5345,MARTIN T,MARTIN,THIBAUD,Cirad UR Hortsys,F-34398 Montpellier 5,France
5346,MARTIN T,MARTIN,THIBAUD,ICIPE,Nairobi,Kenya
5347,BANKOLE H S,BANKOLE,HONORE S,Univ Abomey Calavi,Cotonou,Benin
5348,DOANNIO J M C,DOANNIO,JULIEN M C,,,
5349,DOANNIO J M C,DOANNIO,JULIEN M C,Natl Inst Publ Hlth,Abidjan,Cote Ivoire
5350,KOSSOU H,KOSSOU,HORTENSE,Minist Hlth,Cotonou,Benin
5351,TAMO M,TAMO,MANUELE,Int Inst Trop Agr,Cotonou,Benin
5352,BASENE H I,BASENE,HARCOURT I,,,
5353,BASENE H I,BASENE,HARCOURT I,Univ Ibadan  Dept Zool,Ibadan,Nigeria
5354,POPOOLA O K,POPOOLA,O K,,,
5355,POPOOLA O K,POPOOLA,O K,Univ Ibadan  Dept Zool,Ibadan,Nigeria
5356,MITCHELL S N,MITCHELL,SARA N,,,
5357,MITCHELL S N,MITCHELL,SARA N,Harvard Univ  Sch Publ Hlth  Dept Immunol & Infect Dis,Boston,MA 02115 USA
5358,WILDING C S,WILDING,CRAIG S,,,
5359,WILDING C S,WILDING,CRAIG S,Liverpool John Moores Univ  Sch Nat Sci & Psychol  Liverpool L3 5UX,Merseyside,England
5360,BIRKS D P,BIRKS,DANIEL P,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
5361,YAWSON A E,YAWSON,ALEXANDER E,,,
5362,YAWSON A E,YAWSON,ALEXANDER E,Ghana Atom Energy Commiss  Biotechnol & Nucl Agr Res Inst  Kwabenya,Accra,Ghana
5363,YAWSON A E,YAWSON,ALEXANDER E,Univ Cape Coast  Dept Mol Biol & Biotechnol,Cape Coast,Ghana
5364,ESSANDOH J,ESSANDOH,JOHN,Univ Cape Coast  Dept Wildlife & Entomol,Cape Coast,Ghana
5365,MAWEJJE H D,MAWEJJE,HENRY D,,,
5366,MAWEJJE H D,MAWEJJE,HENRY D,Infect Dis Res Collaborat,Kampala,Uganda
5367,DJOGBENOU L S,DJOGBENOU,LUC S,Inst Reg Sante Publ Ouidah,Ouidah,Benin
5368,STEEN K,STEEN,KEITH,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
5369,RIPPON E J,RIPPON,EMILY J,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
5370,CLARKSON C S,CLARKSON,CHRISTOPHER S,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
5371,FIELD S G,FIELD,STUART G,,,
5372,FIELD S G,FIELD,STUART G,Colorado State Univ  Dept Microbiol Immunol & Pathol,Ft Collins,CO 80523 USA
5373,DABIRE K R,DABIRE,K R,IRSS  Bobo Dioulasso,West Africa,Burkina Faso
5374,SAWADODGO S,SAWADODGO,S,IRSS  Bobo Dioulasso,West Africa,Burkina Faso
5375,DIABATE A,DIABATE,A,IRSS  Bobo Dioulasso,West Africa,Burkina Faso
5376,TOE K H,TOE,K H,IRSS  Bobo Dioulasso,West Africa,Burkina Faso
5377,KENGNE P,KENGNE,P,,,
5378,KENGNE P,KENGNE,P,Univ Montpellier 2  Univ Montpellier 1  IRD  MIVEGEC,Montpellier,France
5379,OUARI A,OUARI,A,IRSS  Bobo Dioulasso,West Africa,Burkina Faso
5380,COSTANTINI C,COSTANTINI,C,,,
5381,COSTANTINI C,COSTANTINI,C,Univ Montpellier 2  Univ Montpellier 1  IRD  MIVEGEC,Montpellier,France
5382,GOUAGNA C,GOUAGNA,C,,,
5383,GOUAGNA C,GOUAGNA,C,Univ Montpellier 2  Univ Montpellier 1  IRD  MIVEGEC,Montpellier,France
5384,SIMARD F,SIMARD,F,Univ Montpellier 2  Univ Montpellier 1  IRD  MIVEGEC,Montpellier,France
5385,BALDET T,BALDET,T,,,
5386,BALDET T,BALDET,T,Ctr Rech Entomol Cotonou  Ctr Cooperat Int Rech Agron Dev  IRD,Cotonou,Benin
5387,LEHMANN T,LEHMANN,T,,,
5388,LEHMANN T,LEHMANN,T,NIAID  Lab Malaria & Vector Res  NIH,Rockville,MD USA
5389,GIBSON G,GIBSON,G,,,
5390,GIBSON G,GIBSON,G,Univ Greenwich Medway  Nat Resources Inst  Dept Agr Hlth & Environm  Chatham,Kent,England
5391,WANG S J,WANG,SHRJIE,,,
5392,LENGELER C,LENGELER,CHRISTIAN,,,
5393,SMITH T A,SMITH,THOMAS A,,,
5394,VOUNATSOU P,VOUNATSOU,PENELOPE,,,
5395,TANNER M,TANNER,MARCEL,,,
5396,ASSOGBA B S,ASSOGBA,BENOIT S,Univ Montpellier 2  CNRS IRD UM2  UMR 5554  Inst Sci Evolut Montpellier,Montpellier,France
5397,MILESI P,MILESI,PASCAL,Univ Montpellier 2  CNRS IRD UM2  UMR 5554  Inst Sci Evolut Montpellier,Montpellier,France
5398,DJOSSOU L,DJOSSOU,LAURETTE,Univ Abomey Calavi  Inst Reg Sante Publ,Cotonou,Benin
5399,DJEGBE I,DJEGBE,INNOCENT,Ctr Rech Entomol Cotonou  Inst Rech Dev  MIVEGEC  UMR CNRS 224 5290 UM1 UM2,Cotonou,Benin
5400,OUMBOUKE W A,OUMBOUKE,WELBECK A,,,
5401,OUMBOUKE W A,OUMBOUKE,WELBECK A,Ctr Rech Entomol Cotonou  Minist Hlth,Cotonou,Benin
5402,CHANDRE F,CHANDRE,FABRICE,Inst Rech Dev  Unite Mixte Rech MIVEGEC  IRD CNRS 224 5290 UM1 UM2,Montpellier,France
5403,BABAMOUSSA L,BABAMOUSSA,LAMINE,,,
5404,WEILL M,WEILL,MYLENE,Univ Montpellier 2  CNRS IRD UM2  UMR 5554  Inst Sci Evolut Montpellier,Montpellier,France
5405,DJOGBENOU L,DJOGBENOU,L,IRD UR016  Ctr Rech Entomol Cotonou,Cotonou,Benin
5406,DJOGBENOU L,DJOGBENOU,L,Inst Rech Dev  Lab Lutte Insectes Nuisibles  UR016,Montpellier,France
5407,CHANDRE F,CHANDRE,F,Inst Rech Dev  Lab Lutte Insectes Nuisibles  UR016,Montpellier,France
5408,CLEMENT M C,CLEMENT,MARIECAROLINE,,,
5409,BRIAND V,BRIAND,VALERIE,Fac Pharm  IRD  UMR 216,F-75270 Paris 06,France
5410,AGOSSOU V K,AGOSSOU,VIDEHOUENOU K,,,
5411,AGOSSOU V K,AGOSSOU,VIDEHOUENOU K,Ctr Natl Hosp Univ Hubert Koutoukou Maga  Clin Univ Gynecol Obstet,Cotonou,Benin
5412,COT M,COT,MICHEL,Fac Pharm  IRD  UMR 216,F-75270 Paris 06,France
5413,YADOULETON A,YADOULETON,AGNES,CREC,Cotonou 06 BP2604,Benin
5414,YADOULETON A,YADOULETON,AGNES,Natitingou Univ Parakou  Ecole Normale Super,Parakou,Benin
5415,BADIROU K,BADIROU,KEFILATH,CREC,Cotonou 06 BP2604,Benin
5416,AGBANRIN R,AGBANRIN,RAMZIATH,CREC,Cotonou 06 BP2604,Benin
5417,JOST H,JOEST,HANNA,,,
5418,JOST H,JOEST,HANNA,WHO  Collaborating Ctr Arbovirus & Haemmorrhag Fever R  Bernhard Nocht Inst  Trop Med,Hamburg,Germany
5419,JOST H,JOEST,HANNA,German Ctr Infect Res,Hamburg,Germany
5420,ATTOLOU R,ATTOLOU,ROSELINE,CREC,Cotonou 06 BP2604,Benin
5421,SRINIVASAN R,SRINIVASAN,RAMASAMY,,,
5422,SRINIVASAN R,SRINIVASAN,RAMASAMY,AVRDC World Vegetable Ctr,Tainan 74151,Taiwan
5423,PADONOU G,PADONOU,GIL,CREC,Cotonou 06 BP2604,Benin
5424,PADONOU G,PADONOU,GIL,Univ Abomey Calavi  Fac Sci & Tech,Cotonou,Benin
5425,AKOGBETO M,AKOGBETO,MARTIN,CREC,Cotonou 06 BP2604,Benin
5426,AKOGBETO M,AKOGBETO,MARTIN,Univ Abomey Calavi  Fac Sci & Tech,Cotonou,Benin
5427,MOUSSILIOU A,MOUSSILIOU,AZIZATH,IRD  UMR216  MERIT,F-75006 Paris,France
5428,ALAO M J,ALAO,MAROUFOU J,Hop Mere Enfant Lagune  Dept Pediat,Cotonou,Benin
5429,TAHAR R,TAHAR,RACHIDA,Univ Paris 05  Fac Pharm  PRES Sorbonne Paris Cite,Paris,France
5430,TAHAR R,TAHAR,RACHIDA,IRD  UMR216  MERIT,F-75006 Paris,France
5431,EZIMEGNON S,EZIMEGNON,SEM,Univ Abomey Calavi  Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
5432,SAGBO G,SAGBO,GRATIEN,Ctr Natl Hosp Univ  Serv Pediat,Cotonou,Benin
5433,LUTY A J F,LUTY,ADRIAN J F,IRD  UMR216  MERIT,F-75006 Paris,France
5434,DELORON P,DELORON,PHILIPPE,IRD  UMR216  MERIT,F-75006 Paris,France
5435,NDAM N T,NDAM,NICAISE TUIKUE,IRD  UMR216  MERIT,F-75006 Paris,France
5436,RASHED S,RASHED,S,,,
5437,JOHNSON H,JOHNSON,H,,,
5438,DONGIER P,DONGIER,P,,,
5439,GBAGUIDI C C,GBAGUIDI,CC,,,
5440,LALEYE S,LALEYE,S,,,
5441,TCHOBO S,TCHOBO,S,,,
5442,GYORKOS T W,GYORKOS,TW,,,
5443,MACLEAN J D,MACLEAN,JD,,,
5444,MOREAU R,MOREAU,R,,,
5445,LE PORT A,LE PORT,AGNES,Inst Rech Dev  Unite Mixte Rech 216,Paris,France
5446,LE PORT A,LE PORT,AGNES,Univ Paris 05  Fac Pharmaceut Sci,Paris,France
5447,COTTRELL G,COTTRELL,GILLES,Inst Rech Dev  Unite Mixte Rech 216,Cotonou,Benin
5448,CHANDRE F,CHANDRE,FABRICE,CNRS  MIVEGEC  Unite Mixte 1  Inst Rech Dev 5290,Montpellier,France
5449,COT M,COT,MICHEL,Inst Rech Dev  Unite Mixte Rech 216,Paris,France
5450,COT M,COT,MICHEL,Univ Paris 05  Fac Pharmaceut Sci,Paris,France
5451,MASSOUGBODJI A,MASSOUGBODJI,ACHILLE,Univ Cotonou  Fac Sci Sante  Unite Enseignement & Rech Parasitol,Cotonou,Benin
5452,GARCIA A,GARCIA,ANDRE,Inst Rech Dev  Unite Mixte Rech 216,Paris,France
5453,GARCIA A,GARCIA,ANDRE,Univ Paris 05  Fac Pharmaceut Sci,Paris,France
5454,IBITOKOU S A,IBITOKOU,SAMAD A,Univ Abomey Calavi  CERPAGE  Fac Sci Sante,Abomey Calavi,Benin
5455,LADEKPO R,LADEKPO,RODOLPHE,Univ Abomey Calavi  CERPAGE  Fac Sci Sante,Abomey Calavi,Benin
5456,MASSOUGBODJI A,MASSOUGBODJI,ACHILLE,Univ Abomey Calavi  CERPAGE  Fac Sci Sante,Abomey Calavi,Benin
5457,COT M,COT,MICHEL,Inst Rech Dev  UMR 216  Mere & Enfant Face Infect Trop,Paris,France
5458,BERTIN G,BERTIN,GWLADYS,IRD  Mere & Enfant Face Infect Trop UMR216  Fac Pharm,F-75270 Paris 06,France
5459,BRIAND V,BRIAND,VALERIE,IRD  Mere & Enfant Face Infect Trop UMR216  Fac Pharm,F-75270 Paris 06,France
5460,BONAVENTURE D,BONAVENTURE,DIANA,IRD  Mere & Enfant Face Infect Trop UMR216  Fac Pharm,F-75270 Paris 06,France
5461,BONAVENTURE D,BONAVENTURE,DIANA,Univ Paris 05,Paris,France
5462,CARRIEU A,CARRIEU,AMBRE,IRD  Mere & Enfant Face Infect Trop UMR216  Fac Pharm,F-75270 Paris 06,France
5463,CARRIEU A,CARRIEU,AMBRE,Univ Paris 05,Paris,France
5464,MASSOUGBODJI A,MASSOUGBODJI,ACHILLE,FSS  Parasitol Lab,Cotonou,Benin
5465,COT M,COT,MICHEL,IRD  Mere & Enfant Face Infect Trop UMR216  Fac Pharm,F-75270 Paris 06,France
5466,DELORON P,DELORON,PHILIPPE,IRD  Mere & Enfant Face Infect Trop UMR216  Fac Pharm,F-75270 Paris 06,France
5467,GUEVART E,GUEVART,E,Ambassada France,Cotonou,Benin
5468,AGUEMON A,AGUEMON,A,,,
5469,AGUEMON A,AGUEMON,A,Ctr Natl Hosp Univ Hubert K Maga  Serv Reanimat,Cotonou,Benin
5470,ALOUT H,ALOUT,HAOUES,IRD  MIVEGEC  CNRS IRD UM1 UM2 5290 224,Montpellier,France
5471,ALOUT H,ALOUT,HAOUES,Colorado State Univ  Arthropod Borne & Infect Dis Lab  Dept Microbiol Immunol Parasitol,Ft Collins,CO 80523 USA
5472,DABIRE R K,DABIRE,ROCH K,IRSS  01 BP 545,Bobo Dioulasso 01,Burkina Faso
5473,DJOGBENOU L S,DJOGBENOU,LUC S,Univ Abomey Calavi  Inst Reg Sante Publ  01 BP 918,Cotonou,Benin
5474,ABATE L,ABATE,LUC,IRD  MIVEGEC  CNRS IRD UM1 UM2 5290 224,Montpellier,France
5475,CORBEL V,CORBEL,VINCENT,IRD  MIVEGEC  CNRS IRD UM1 UM2 5290 224,Montpellier,France
5476,CHANDRE F,CHANDRE,FABRICE,IRD  MIVEGEC  CNRS IRD UM1 UM2 5290 224,Montpellier,France
5477,COHUET A,COHUET,ANNA,IRD  MIVEGEC  CNRS IRD UM1 UM2 5290 224,Montpellier,France
5478,CHABI J,CHABI,J,,,
5479,HOUGARD J M,HOUGARD,J M,,,
5480,DJIKPOTCHIBOZO M A,DJIKPOTCHIBOZO,MICHELINE AGASSOUNON,,,
5481,KAROU S D,KAROU,SIMPLICE D,,,
5482,KAROU S D,KAROU,SIMPLICE D,Univ Lome  CERFOPLAM,Lome,Togo
5483,SANON S,SANON,SOULEYMANE,,,
5484,SANON S,SANON,SOULEYMANE,CNRFP,Ouagadougou,Burkina Faso
5485,TOUKOUROU F,TOUKOUROU,FATIOU,Univ Abomey Calavi  LAMITA,Cotonou,Benin
5486,DE SOUZA C,DE SOUZA,COMLAN,,,
5487,DE SOUZA C,DE SOUZA,COMLAN,Univ Lome  CERFOPLAM,Lome,Togo
5488,LAPIED B,LAPIED,B,,,
5489,CURTIS C,CURTIS,CHRIS,,,
5490,ROWLAND M,ROWLAND,MARK,London Sch Hyg & Trop Med  Dept Dis Control,London WC1E 7HT,England
5491,RUPEREZ M,RUPEREZ,M,Barcelona Inst Global Hlth ISGlobal,Barcelona,Spain
5492,RUPEREZ M,RUPEREZ,M,Manhica Hlth Res Ctr CISM,Manhica,Mozambique
5493,GONZALEZ R,GONZALEZ,R,Barcelona Inst Global Hlth ISGlobal,Barcelona,Spain
5494,GONZALEZ R,GONZALEZ,R,Manhica Hlth Res Ctr CISM,Manhica,Mozambique
5495,MOMBONGOMA G,MOMBONGOMA,G,,,
5496,OUEDRAOGO S,OUEDRAOGO,S,Fac Sci Sante,Cotonou,Benin
5497,OUEDRAOGO S,OUEDRAOGO,S,IRD,Paris,France
5498,KAKOLWA M A,KAKOLWA,M A,,,
5499,KAKOLWA M A,KAKOLWA,M A,Ifakara Hlth Inst,Dodoma,Tanzania
5500,ABDULLA S,ABDULLA,S,Ifakara Hlth Inst,Dodoma,Tanzania
5501,ACCROMBESSI M,ACCROMBESSI,M,,,
5502,ACCROMBESSI M,ACCROMBESSI,M,Fac Sci Sante,Cotonou,Benin
5503,ACCROMBESSI M,ACCROMBESSI,M,IRD,Paris,France
5504,APONTE J J,APONTE,J J,Barcelona Inst Global Hlth ISGlobal,Barcelona,Spain
5505,APONTE J J,APONTE,J J,Manhica Hlth Res Ctr CISM,Manhica,Mozambique
5506,AKEREYDIOP D,AKEREYDIOP,D,,,
5507,BASRA A,BASRA,A,,,
5508,BASRA A,BASRA,A,Ctr Rech Med Lambarene CERMEL,Lamberene,Gabon
5509,BASRA A,BASRA,A,Univ Tubingen  Inst Trop Med,Tubingen,Germany
5510,BRIAND V,BRIAND,V,IRD,Paris,France
5511,BRIAND V,BRIAND,V,Univ Paris 05,Paris,France
5512,CAPAN M,CAPAN,M,,,
5513,CAPAN M,CAPAN,M,Ctr Rech Med Lambarene CERMEL,Lamberene,Gabon
5514,CAPAN M,CAPAN,M,Univ Tubingen  Inst Trop Med,Tubingen,Germany
